Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,Date,Time,Month,Weekday,Hour
2024-06-13 13:04:28,2,-35.6424,-106.7595,415,0,22.2,65.8,2,18,287,2,1,61.1,256,1,2024-06-13,13:04:28,June,Thursday,13
2024-03-17 08:20:11,9,-81.622,-152.0754,353,1,29.5,76.8,2,41,421,8,2,97.7,212,1,2024-03-17,08:20:11,March,Sunday,8
2024-09-21 03:09:39,8,-22.9111,-154.3594,260,2,23.8,58.4,0,49,266,7,0,77.8,131,0,2024-09-21,03:09:39,September,Saturday,3
2024-02-20 20:52:03,4,-68.7937,-164.3866,447,1,21.1,75.6,2,51,315,1,0,64.7,186,1,2024-02-20,20:52:03,February,Tuesday,20
2024-11-19 18:03:38,5,-25.5794,132.2662,483,0,26.6,50.0,0,51,466,6,0,87.9,272,1,2024-11-19,18:03:38,November,Tuesday,18
2024-11-07 16:16:40,1,49.0465,41.3428,363,1,28.6,75.2,2,19,358,1,3,77.4,272,1,2024-11-07,16:16:40,November,Thursday,16
2024-02-18 14:10:22,8,-81.6677,-40.8327,313,0,20.5,79.3,1,49,229,7,2,98.5,126,1,2024-02-18,14:10:22,February,Sunday,14
2024-03-03 00:53:07,1,-69.6887,-34.4563,289,1,19.3,68.6,0,33,149,4,2,74.3,220,0,2024-03-03,00:53:07,March,Sunday,0
2024-06-02 09:09:21,4,-49.1811,-94.1515,171,1,21.3,66.1,0,57,125,8,2,98.9,249,0,2024-06-02,09:09:21,June,Sunday,9
2024-01-25 12:09:42,6,12.8172,76.1408,401,2,25.7,71.4,0,30,494,4,3,81.1,175,0,2024-01-25,12:09:42,January,Thursday,12
2024-10-04 16:19:17,9,20.1146,19.7583,376,1,25.1,54.1,0,55,305,5,0,83.2,158,0,2024-10-04,16:19:17,October,Friday,16
2024-11-02 12:07:34,3,84.1317,-144.784,371,0,26.2,58.5,2,46,168,10,1,69.5,162,1,2024-11-02,12:07:34,November,Saturday,12
2024-04-22 01:56:59,4,-53.9329,30.3236,496,2,23.4,71.6,0,15,451,3,3,76.3,235,0,2024-04-22,01:56:59,April,Monday,1
2024-04-15 22:28:46,2,31.8571,-83.1698,149,2,20.9,68.1,1,39,274,9,1,71.8,138,0,2024-04-15,22:28:46,April,Monday,22
2024-01-19 14:28:30,6,67.7302,-70.1861,166,2,29.4,59.5,2,40,210,4,1,82.9,246,1,2024-01-19,14:28:30,January,Friday,14
2024-09-22 12:19:08,9,73.3723,93.2464,369,0,28.0,52.3,1,35,481,5,0,73.4,179,1,2024-09-22,12:19:08,September,Sunday,12
2024-11-01 23:47:02,5,68.2361,-85.9216,409,2,22.0,68.1,0,18,423,10,3,62.8,282,0,2024-11-01,23:47:02,November,Friday,23
2024-05-13 14:10:55,8,40.5478,147.0261,494,0,19.2,58.4,0,52,231,10,3,89.5,201,1,2024-05-13,14:10:55,May,Monday,14
2024-02-17 07:36:46,6,-36.4299,58.0595,238,0,23.8,79.4,1,33,416,5,3,88.2,102,1,2024-02-17,07:36:46,February,Saturday,7
2024-11-23 19:33:59,8,83.2003,-119.0412,422,2,19.2,54.5,0,18,437,3,2,73.5,103,0,2024-11-23,19:33:59,November,Saturday,19
2024-09-23 10:32:15,9,74.5816,-19.6986,132,2,28.2,57.2,0,23,401,6,2,93.6,154,0,2024-09-23,10:32:15,September,Monday,10
2024-08-25 22:32:25,0,-64.7094,137.791,189,0,25.2,70.0,0,10,360,6,0,81.9,191,1,2024-08-25,22:32:25,August,Sunday,22
2024-09-27 06:23:53,0,-59.602,62.712,255,1,28.5,72.2,0,60,419,2,1,68.4,246,0,2024-09-27,06:23:53,September,Friday,6
2024-05-09 04:02:20,7,-68.3712,-65.9802,107,0,21.9,74.1,2,51,413,1,3,84.9,257,1,2024-05-09,04:02:20,May,Thursday,4
2024-05-27 10:59:49,6,3.8431,91.0078,274,0,19.3,51.4,2,57,279,10,2,75.3,127,1,2024-05-27,10:59:49,May,Monday,10
2024-02-23 18:39:32,4,76.3946,105.7941,206,0,21.9,68.6,2,42,100,7,1,63.3,116,1,2024-02-23,18:39:32,February,Friday,18
2024-07-28 22:29:33,5,-46.1871,9.4679,270,2,26.7,72.2,2,35,107,10,1,90.8,158,1,2024-07-28,22:29:33,July,Sunday,22
2024-03-05 10:30:30,1,-10.8849,86.0812,277,2,23.7,72.1,0,12,195,5,1,64.5,130,0,2024-03-05,10:30:30,March,Tuesday,10
2024-01-06 21:16:03,4,-67.7619,176.4012,454,0,21.0,77.3,0,15,112,10,3,73.2,237,1,2024-01-06,21:16:03,January,Saturday,21
2024-09-14 16:45:31,2,-22.1101,-65.135,197,2,27.3,71.3,1,24,460,9,2,64.7,162,0,2024-09-14,16:45:31,September,Saturday,16
2024-11-03 23:16:49,5,75.1113,-136.48,182,1,19.7,72.3,0,50,428,3,2,63.3,280,0,2024-11-03,23:16:49,November,Sunday,23
2024-03-19 21:36:22,6,-69.343,131.9033,171,1,25.1,76.5,2,55,309,3,1,94.6,112,1,2024-03-19,21:36:22,March,Tuesday,21
2024-02-01 18:55:10,3,35.6522,-84.7025,159,1,26.9,69.5,0,32,272,7,2,69.7,278,0,2024-02-01,18:55:10,February,Thursday,18
2024-04-18 12:04:40,8,-86.157,-92.4652,378,0,29.5,61.7,1,13,305,8,0,98.5,211,1,2024-04-18,12:04:40,April,Thursday,12
2024-05-26 14:30:07,0,25.1355,-2.6802,469,2,26.2,65.0,0,19,477,2,0,96.9,206,0,2024-05-26,14:30:07,May,Sunday,14
2024-07-29 16:54:53,8,12.0938,96.8996,106,2,27.0,56.8,1,31,120,4,3,95.7,286,0,2024-07-29,16:54:53,July,Monday,16
2024-12-09 13:41:26,3,-77.0862,137.9042,486,2,21.7,76.0,0,42,282,9,0,80.5,139,0,2024-12-09,13:41:26,December,Monday,13
2024-09-14 09:03:54,2,-17.1205,-47.0657,248,2,26.3,53.7,1,40,146,10,3,71.7,246,0,2024-09-14,09:03:54,September,Saturday,9
2024-12-01 01:52:30,3,-52.8874,162.7464,157,2,25.4,79.1,1,17,311,9,3,69.9,233,0,2024-12-01,01:52:30,December,Sunday,1
2024-08-19 17:09:24,6,-3.6578,176.299,235,2,23.2,54.6,0,28,467,9,0,68.2,206,0,2024-08-19,17:09:24,August,Monday,17
2024-04-15 18:58:09,7,-7.6641,-25.3717,170,0,25.4,55.8,2,55,463,10,3,60.1,112,1,2024-04-15,18:58:09,April,Monday,18
2024-04-12 10:58:21,6,-82.1416,-91.8925,342,1,25.1,52.4,0,24,103,2,0,88.0,209,0,2024-04-12,10:58:21,April,Friday,10
2024-02-23 09:29:19,3,87.5079,-125.5319,290,2,20.5,51.4,0,22,170,4,0,74.7,147,0,2024-02-23,09:29:19,February,Friday,9
2024-02-27 05:17:36,0,-76.8771,94.6166,260,0,22.8,71.7,2,44,393,5,0,94.1,154,1,2024-02-27,05:17:36,February,Tuesday,5
2024-07-26 19:10:43,5,89.2765,166.6548,378,0,18.9,55.5,2,35,367,4,3,74.4,229,1,2024-07-26,19:10:43,July,Friday,19
2024-06-29 05:20:24,2,-82.8546,7.876,177,0,19.2,70.1,0,57,141,4,3,86.6,249,1,2024-06-29,05:20:24,June,Saturday,5
2024-04-15 04:40:07,2,-40.284,-86.8089,310,2,22.8,64.4,2,33,104,2,0,98.9,110,1,2024-04-15,04:40:07,April,Monday,4
2024-07-24 04:09:02,3,2.2208,-170.2641,132,1,27.5,57.2,2,36,481,5,1,65.2,140,1,2024-07-24,04:09:02,July,Wednesday,4
2024-07-19 01:06:21,8,54.8423,175.5701,331,0,25.6,77.8,2,26,213,9,1,90.7,269,1,2024-07-19,01:06:21,July,Friday,1
2024-04-23 16:50:45,0,-78.4723,-82.615,294,1,24.4,65.2,1,23,439,8,1,65.0,213,0,2024-04-23,16:50:45,April,Tuesday,16
2024-06-18 12:57:05,6,4.8496,-60.7988,277,1,29.3,50.7,2,24,242,2,0,93.4,271,1,2024-06-18,12:57:05,June,Tuesday,12
2024-12-17 04:11:19,5,54.0342,-98.3083,329,0,29.7,77.9,2,33,232,5,3,91.9,124,1,2024-12-17,04:11:19,December,Tuesday,4
2024-11-17 04:41:18,8,41.43,-128.1678,204,1,18.7,68.5,2,27,473,2,1,76.9,217,1,2024-11-17,04:41:18,November,Sunday,4
2024-06-20 11:18:46,0,-56.0674,82.9431,410,1,28.9,60.3,0,32,436,1,2,77.2,272,0,2024-06-20,11:18:46,June,Thursday,11
2024-06-29 11:16:26,7,-0.8539,-177.5496,417,0,26.9,70.8,0,44,103,7,0,94.7,181,1,2024-06-29,11:16:26,June,Saturday,11
2024-07-05 09:14:48,6,54.5973,-128.4974,324,1,20.7,72.4,0,12,173,7,2,95.1,243,0,2024-07-05,09:14:48,July,Friday,9
2024-07-19 20:10:54,8,-46.1457,161.0254,218,0,23.8,52.3,1,52,389,2,1,79.5,231,1,2024-07-19,20:10:54,July,Friday,20
2024-08-27 22:26:18,5,76.8391,140.3011,137,0,23.6,51.7,1,24,124,6,1,70.6,279,1,2024-08-27,22:26:18,August,Tuesday,22
2024-06-17 02:43:31,4,-59.1914,-125.4515,414,0,18.3,76.4,1,42,332,10,1,66.3,249,1,2024-06-17,02:43:31,June,Monday,2
2024-05-21 02:30:18,0,-75.6177,-156.976,216,2,26.9,67.2,1,35,181,10,3,86.2,185,0,2024-05-21,02:30:18,May,Tuesday,2
2024-05-08 02:13:49,8,-24.1694,30.0335,170,0,26.4,51.6,1,47,278,3,2,96.4,105,1,2024-05-08,02:13:49,May,Wednesday,2
2024-05-02 09:49:37,2,-6.8584,150.6127,154,1,28.6,66.8,0,18,384,9,3,60.4,263,0,2024-05-02,09:49:37,May,Thursday,9
2024-01-25 20:15:13,2,-32.2146,166.7941,213,1,25.0,72.7,1,51,353,8,2,82.6,227,0,2024-01-25,20:15:13,January,Thursday,20
2024-01-07 12:49:12,4,-46.3051,-93.1541,276,1,24.9,77.0,1,60,467,4,3,84.6,292,0,2024-01-07,12:49:12,January,Sunday,12
2024-03-08 10:09:37,1,-85.0859,41.138,382,2,22.0,77.8,0,47,448,5,3,81.4,246,0,2024-03-08,10:09:37,March,Friday,10
2024-12-22 15:01:19,8,89.1858,-159.3242,383,2,19.1,69.0,1,16,238,3,3,90.7,290,0,2024-12-22,15:01:19,December,Sunday,15
2024-01-21 13:17:03,0,1.429,-119.0925,334,0,26.6,74.1,1,10,317,3,1,73.0,184,1,2024-01-21,13:17:03,January,Sunday,13
2024-06-25 02:35:14,9,78.3252,15.2758,421,0,26.3,68.8,2,53,128,6,2,76.6,100,1,2024-06-25,02:35:14,June,Tuesday,2
2024-05-27 05:13:33,2,-9.2287,107.9306,329,1,25.0,51.2,1,53,233,5,0,67.2,188,0,2024-05-27,05:13:33,May,Monday,5
2024-01-27 01:05:38,1,71.4327,127.3664,284,2,22.1,77.2,2,16,226,4,2,95.8,206,1,2024-01-27,01:05:38,January,Saturday,1
2024-01-21 03:11:55,2,-84.0049,111.8327,184,0,19.2,59.8,2,23,126,4,0,90.4,200,1,2024-01-21,03:11:55,January,Sunday,3
2024-08-03 13:26:27,5,7.0779,-165.136,403,1,20.6,66.1,0,15,461,4,2,77.1,263,0,2024-08-03,13:26:27,August,Saturday,13
2024-06-05 18:09:34,6,-86.0858,117.8697,100,2,22.3,72.3,1,43,256,5,2,92.8,101,0,2024-06-05,18:09:34,June,Wednesday,18
2024-10-27 12:09:17,3,59.2432,175.9873,135,0,18.9,55.5,2,57,162,9,2,75.3,127,1,2024-10-27,12:09:17,October,Sunday,12
2024-10-22 14:28:47,0,-39.3003,-121.6771,220,2,25.0,79.0,2,51,481,2,3,64.3,268,1,2024-10-22,14:28:47,October,Tuesday,14
2024-09-03 09:41:58,8,-83.672,164.2522,318,2,29.8,51.4,0,24,216,3,3,83.8,221,0,2024-09-03,09:41:58,September,Tuesday,9
2024-01-03 11:20:33,7,5.9541,-156.4873,237,1,29.2,56.2,1,15,251,3,3,76.3,198,0,2024-01-03,11:20:33,January,Wednesday,11
2024-06-11 23:38:53,2,-16.3804,-119.0546,459,2,27.2,78.5,2,22,323,7,2,87.3,271,1,2024-06-11,23:38:53,June,Tuesday,23
2024-01-04 23:32:40,6,-27.4913,-1.8571,332,2,21.7,58.9,2,33,363,6,3,90.1,131,1,2024-01-04,23:32:40,January,Thursday,23
2024-08-02 06:58:21,8,67.7002,43.853,133,2,28.7,69.5,1,57,342,6,1,99.9,261,0,2024-08-02,06:58:21,August,Friday,6
2024-08-29 02:07:16,8,30.5045,52.2559,499,0,18.3,75.1,0,22,251,1,0,79.2,139,1,2024-08-29,02:07:16,August,Thursday,2
2024-02-22 18:02:00,1,4.8619,61.4224,350,1,25.3,71.2,1,19,177,1,2,67.0,209,0,2024-02-22,18:02:00,February,Thursday,18
2024-06-21 20:31:34,7,84.0872,85.2383,186,0,24.1,72.0,1,26,131,4,2,68.2,189,1,2024-06-21,20:31:34,June,Friday,20
2024-01-27 15:36:15,8,11.5213,-168.4741,403,1,23.1,69.3,1,24,487,10,0,69.6,104,0,2024-01-27,15:36:15,January,Saturday,15
2024-06-17 12:40:13,6,63.7701,163.2651,193,0,22.1,68.2,2,29,231,3,3,69.7,198,1,2024-06-17,12:40:13,June,Monday,12
2024-03-31 14:30:18,2,57.5757,-35.0439,254,1,24.0,78.6,2,24,108,3,3,66.6,219,1,2024-03-31,14:30:18,March,Sunday,14
2024-03-23 08:10:19,9,-66.6009,-11.7155,368,1,26.1,71.0,0,58,336,2,0,86.5,259,0,2024-03-23,08:10:19,March,Saturday,8
2024-10-02 15:12:00,6,18.755,-46.8871,283,0,28.5,50.7,1,11,495,10,3,88.1,200,1,2024-10-02,15:12:00,October,Wednesday,15
2024-07-28 18:36:05,1,50.3574,128.5618,164,1,25.5,67.6,2,20,188,7,0,60.1,268,1,2024-07-28,18:36:05,July,Sunday,18
2024-01-11 15:19:53,5,46.9009,3.749,419,1,22.1,74.7,1,31,236,10,1,95.9,182,0,2024-01-11,15:19:53,January,Thursday,15
2024-12-28 18:53:31,9,17.5319,-65.0765,489,1,25.0,69.4,0,30,345,8,2,66.1,128,0,2024-12-28,18:53:31,December,Saturday,18
2024-09-07 12:50:16,2,4.8305,-6.5757,498,0,20.2,55.0,0,51,147,8,3,97.7,247,1,2024-09-07,12:50:16,September,Saturday,12
2024-12-09 11:15:02,1,38.8917,-38.8032,244,0,21.2,61.8,1,24,181,2,1,70.1,238,1,2024-12-09,11:15:02,December,Monday,11
2024-10-05 18:34:00,4,-20.0482,-83.6915,488,1,21.5,50.3,2,32,120,1,0,79.1,111,1,2024-10-05,18:34:00,October,Saturday,18
2024-04-22 10:55:19,9,-83.2534,-166.3309,152,0,21.2,70.3,0,10,467,10,2,61.5,269,1,2024-04-22,10:55:19,April,Monday,10
2024-02-27 21:45:48,1,-4.8643,75.4304,168,0,23.2,71.5,0,23,292,3,1,98.8,102,1,2024-02-27,21:45:48,February,Tuesday,21
2024-05-23 22:03:43,5,46.7637,-146.4348,268,1,23.9,79.2,0,41,295,9,0,69.5,146,0,2024-05-23,22:03:43,May,Thursday,22
2024-01-02 22:19:42,7,-68.3909,-122.557,341,2,21.3,76.2,2,58,429,3,2,78.6,178,1,2024-01-02,22:19:42,January,Tuesday,22
2024-09-29 06:31:55,7,62.3457,-54.2033,166,1,28.9,50.6,2,58,197,3,1,88.8,282,1,2024-09-29,06:31:55,September,Sunday,6
2024-12-18 08:33:58,7,72.8857,135.9494,483,0,21.4,51.2,2,33,249,2,2,67.6,165,1,2024-12-18,08:33:58,December,Wednesday,8
2024-08-11 10:28:58,1,2.2782,-158.4628,232,1,22.3,73.3,2,19,332,4,2,78.6,135,1,2024-08-11,10:28:58,August,Sunday,10
2024-03-24 22:56:32,3,11.7686,154.6043,392,2,20.7,62.8,1,12,417,2,3,69.3,109,0,2024-03-24,22:56:32,March,Sunday,22
2024-06-02 00:24:04,8,-75.598,11.134,480,2,24.9,77.8,2,53,318,3,0,69.5,181,1,2024-06-02,00:24:04,June,Sunday,0
2024-02-02 03:46:54,3,23.2931,106.0267,368,1,28.0,53.4,1,42,182,5,2,77.5,205,0,2024-02-02,03:46:54,February,Friday,3
2024-10-02 12:56:46,6,-11.3114,-139.811,373,2,25.0,62.4,0,20,125,1,0,91.2,160,0,2024-10-02,12:56:46,October,Wednesday,12
2024-09-25 12:20:07,2,9.6491,47.3499,154,1,22.0,53.3,2,50,208,4,2,85.0,231,1,2024-09-25,12:20:07,September,Wednesday,12
2024-02-24 08:11:09,3,10.9354,-27.3551,184,1,19.2,55.3,2,14,450,3,2,86.7,247,1,2024-02-24,08:11:09,February,Saturday,8
2024-10-28 10:00:20,9,84.9482,59.5314,204,1,21.4,61.5,0,51,490,5,0,68.0,288,0,2024-10-28,10:00:20,October,Monday,10
2024-05-31 23:20:31,2,49.7212,179.2025,227,1,26.1,65.7,1,47,247,8,1,77.8,135,0,2024-05-31,23:20:31,May,Friday,23
2024-01-22 00:34:19,5,-28.8968,-117.9471,405,2,28.0,67.7,0,48,348,3,0,78.3,213,0,2024-01-22,00:34:19,January,Monday,0
2024-12-19 11:06:09,7,-55.5154,-163.6943,392,1,27.4,69.0,1,31,347,9,3,98.0,133,0,2024-12-19,11:06:09,December,Thursday,11
2024-01-05 22:46:26,3,16.7636,29.2783,429,2,27.7,75.0,2,12,446,4,2,65.7,203,1,2024-01-05,22:46:26,January,Friday,22
2024-06-26 08:09:13,7,-76.307,5.0298,488,1,25.2,63.9,2,19,219,4,3,100.0,184,1,2024-06-26,08:09:13,June,Wednesday,8
2024-07-31 02:07:09,6,-22.4693,149.9634,444,0,29.8,67.5,0,41,125,5,3,63.3,152,1,2024-07-31,02:07:09,July,Wednesday,2
2024-11-27 04:21:18,0,71.8859,93.4464,420,0,18.4,68.5,2,50,340,10,3,76.8,212,1,2024-11-27,04:21:18,November,Wednesday,4
2024-06-06 04:02:08,0,-9.7179,-117.0145,391,2,25.5,73.7,1,31,472,10,3,77.2,109,0,2024-06-06,04:02:08,June,Thursday,4
2024-05-16 20:34:06,9,-12.2288,-74.7801,212,1,20.6,50.5,0,41,498,5,0,94.1,162,0,2024-05-16,20:34:06,May,Thursday,20
2024-07-14 21:14:08,4,5.4618,-179.8202,157,1,20.9,77.1,0,26,499,4,1,91.4,214,0,2024-07-14,21:14:08,July,Sunday,21
2024-11-22 11:31:54,8,-54.8317,66.4706,399,1,26.3,79.4,1,25,476,4,0,95.6,256,0,2024-11-22,11:31:54,November,Friday,11
2024-11-01 21:31:14,2,-80.0522,-102.2508,103,1,27.9,53.1,1,52,386,1,2,97.7,141,0,2024-11-01,21:31:14,November,Friday,21
2024-10-27 15:39:37,9,-13.0527,-122.0924,333,0,22.1,65.0,1,22,243,5,0,83.2,176,1,2024-10-27,15:39:37,October,Sunday,15
2024-02-14 12:20:37,6,6.3666,136.0794,234,1,27.3,70.1,1,45,416,8,2,86.9,165,0,2024-02-14,12:20:37,February,Wednesday,12
2024-05-02 11:14:44,9,83.1243,48.4325,146,0,29.0,55.5,1,52,414,10,0,82.3,228,1,2024-05-02,11:14:44,May,Thursday,11
2024-09-02 05:03:25,7,51.1898,25.5964,109,0,20.7,60.9,2,39,147,9,1,75.0,116,1,2024-09-02,05:03:25,September,Monday,5
2024-12-08 04:35:38,8,-76.3987,-68.1922,357,0,24.6,73.5,0,48,266,10,1,74.4,226,1,2024-12-08,04:35:38,December,Sunday,4
2024-01-23 05:35:54,9,70.5541,-150.1626,356,1,19.5,63.1,0,16,118,3,2,77.8,230,0,2024-01-23,05:35:54,January,Tuesday,5
2024-01-25 11:27:54,2,-38.2185,104.1667,349,1,19.4,62.7,1,19,296,3,2,72.3,177,0,2024-01-25,11:27:54,January,Thursday,11
2024-11-08 13:31:56,0,39.1411,138.1786,159,1,27.1,77.5,2,33,429,9,2,77.9,200,1,2024-11-08,13:31:56,November,Friday,13
2024-05-30 01:04:50,4,-68.8006,159.004,148,1,25.0,60.7,0,43,196,4,0,64.6,240,0,2024-05-30,01:04:50,May,Thursday,1
2024-05-30 11:30:34,3,51.1598,-170.9311,354,1,26.9,65.5,2,14,245,4,2,73.4,151,1,2024-05-30,11:30:34,May,Thursday,11
2024-03-02 23:49:21,8,-29.5867,41.0612,214,1,21.5,69.1,2,49,417,10,1,76.7,249,1,2024-03-02,23:49:21,March,Saturday,23
2024-08-29 11:52:35,8,-51.3412,-112.1636,307,0,21.0,52.8,0,21,475,4,2,82.8,107,1,2024-08-29,11:52:35,August,Thursday,11
2024-05-26 01:53:03,0,-49.5057,174.3533,385,2,24.3,59.4,0,37,239,3,2,88.3,148,0,2024-05-26,01:53:03,May,Sunday,1
2024-07-24 01:20:43,8,0.7577,120.0181,490,0,24.0,56.1,2,29,463,6,0,81.1,134,1,2024-07-24,01:20:43,July,Wednesday,1
2024-12-24 10:20:56,4,-2.2911,64.2731,133,0,19.4,76.0,1,36,182,3,2,70.5,249,1,2024-12-24,10:20:56,December,Tuesday,10
2024-02-11 14:40:04,2,78.4324,125.0181,472,1,24.9,63.2,1,36,485,9,2,78.9,271,0,2024-02-11,14:40:04,February,Sunday,14
2024-04-24 00:54:49,7,-2.8329,-29.9102,338,2,28.9,55.5,1,39,181,2,0,88.6,143,0,2024-04-24,00:54:49,April,Wednesday,0
2024-01-08 10:20:44,2,70.0103,-164.1914,172,1,25.5,55.7,1,25,259,1,1,65.2,255,0,2024-01-08,10:20:44,January,Monday,10
2024-10-25 03:01:44,2,11.4885,-172.569,187,0,24.8,52.0,1,31,231,5,3,91.6,234,1,2024-10-25,03:01:44,October,Friday,3
2024-12-12 15:03:51,8,74.5261,123.6828,439,2,23.5,55.1,1,47,454,3,3,75.5,196,0,2024-12-12,15:03:51,December,Thursday,15
2024-11-30 09:16:40,7,-12.9509,132.4986,159,2,18.1,76.0,1,18,202,2,3,94.4,197,0,2024-11-30,09:16:40,November,Saturday,9
2024-05-13 09:05:25,7,81.79,-52.7516,362,1,18.3,57.6,2,58,437,8,0,66.8,123,1,2024-05-13,09:05:25,May,Monday,9
2024-12-16 06:06:57,4,47.7175,72.531,163,1,24.6,53.2,1,34,473,9,1,72.4,263,0,2024-12-16,06:06:57,December,Monday,6
2024-02-14 07:54:59,7,-21.5329,-145.2581,258,0,19.9,51.9,2,54,237,10,2,92.7,271,1,2024-02-14,07:54:59,February,Wednesday,7
2024-06-25 12:15:28,9,-4.5863,71.7337,319,0,18.0,63.6,1,23,473,7,3,83.0,187,1,2024-06-25,12:15:28,June,Tuesday,12
2024-08-14 03:59:00,9,-26.6775,-77.2847,247,1,28.9,60.7,0,56,115,10,0,61.6,270,0,2024-08-14,03:59:00,August,Wednesday,3
2024-04-08 19:43:53,8,-30.6957,29.255,134,2,19.9,67.5,1,42,421,5,0,77.6,183,0,2024-04-08,19:43:53,April,Monday,19
2024-11-07 14:21:51,4,64.5212,-83.2639,175,2,20.9,58.7,1,35,274,9,0,61.1,240,0,2024-11-07,14:21:51,November,Thursday,14
2024-01-12 17:01:33,9,68.181,-84.9051,179,0,24.2,50.2,0,31,485,10,2,75.8,255,1,2024-01-12,17:01:33,January,Friday,17
2024-05-30 08:29:11,1,-81.2116,13.9727,105,0,27.1,59.8,0,36,409,7,1,75.7,290,1,2024-05-30,08:29:11,May,Thursday,8
2024-05-16 07:34:11,2,-21.308,-14.9017,277,2,23.5,63.9,2,11,292,8,3,67.5,234,1,2024-05-16,07:34:11,May,Thursday,7
2024-12-08 12:26:38,5,77.2059,-132.0473,427,0,26.7,63.8,1,54,453,6,3,86.7,101,1,2024-12-08,12:26:38,December,Sunday,12
2024-03-28 08:34:01,3,21.4872,-123.6879,348,0,22.7,63.3,1,23,134,4,0,99.6,251,1,2024-03-28,08:34:01,March,Thursday,8
2024-04-16 21:31:53,3,47.7603,-137.0932,300,0,23.1,78.1,1,53,146,4,3,73.3,280,1,2024-04-16,21:31:53,April,Tuesday,21
2024-11-20 14:44:30,0,-4.7971,56.411,457,1,27.2,69.1,2,55,319,2,1,67.7,132,1,2024-11-20,14:44:30,November,Wednesday,14
2024-06-20 08:17:55,0,-11.1333,-40.0454,316,0,26.8,53.5,0,35,402,10,0,93.6,206,1,2024-06-20,08:17:55,June,Thursday,8
2024-08-11 15:40:34,9,15.5083,115.4388,207,2,19.2,59.7,1,56,484,7,1,72.6,285,0,2024-08-11,15:40:34,August,Sunday,15
2024-10-30 12:44:31,1,-70.6858,54.4683,333,1,27.5,55.8,2,36,141,2,1,67.0,264,1,2024-10-30,12:44:31,October,Wednesday,12
2024-03-22 11:00:20,1,-18.4278,101.4997,327,0,22.6,57.4,1,38,432,4,1,68.4,171,1,2024-03-22,11:00:20,March,Friday,11
2024-05-12 13:40:05,3,43.7523,149.8334,197,2,20.0,69.6,1,42,314,3,1,87.2,201,0,2024-05-12,13:40:05,May,Sunday,13
2024-11-15 08:08:17,7,18.5151,24.3559,356,0,23.4,72.8,1,39,486,9,0,99.2,282,1,2024-11-15,08:08:17,November,Friday,8
2024-10-07 06:11:39,9,84.6774,61.0153,359,0,29.2,54.5,1,50,268,1,2,67.4,249,1,2024-10-07,06:11:39,October,Monday,6
2024-09-09 03:30:12,3,49.5864,-154.4224,377,1,18.1,55.0,1,59,476,6,3,70.2,268,0,2024-09-09,03:30:12,September,Monday,3
2024-08-21 20:07:08,6,-51.319,-46.5841,228,0,24.2,59.2,2,26,321,5,1,96.3,132,1,2024-08-21,20:07:08,August,Wednesday,20
2024-01-17 03:33:56,1,-12.9902,176.1206,399,1,23.4,71.7,2,12,239,1,2,67.6,156,1,2024-01-17,03:33:56,January,Wednesday,3
2024-12-02 12:07:59,3,6.8181,52.3685,157,2,29.8,54.0,0,33,151,10,3,81.2,192,0,2024-12-02,12:07:59,December,Monday,12
2024-11-18 07:52:13,1,-3.038,106.5694,327,2,21.2,52.6,0,48,209,8,0,98.6,104,0,2024-11-18,07:52:13,November,Monday,7
2024-04-29 11:54:26,2,35.5141,90.8087,215,0,21.7,73.4,1,17,146,9,2,70.4,296,1,2024-04-29,11:54:26,April,Monday,11
2024-05-29 06:49:50,9,-40.8724,-42.3243,213,0,20.2,63.7,0,16,248,10,2,68.8,136,1,2024-05-29,06:49:50,May,Wednesday,6
2024-11-10 05:49:21,7,44.6347,-110.6304,226,2,21.4,58.0,1,47,348,7,0,85.7,136,0,2024-11-10,05:49:21,November,Sunday,5
2024-11-03 20:21:38,0,76.5468,-13.5249,334,1,24.2,76.2,0,24,402,7,1,71.5,105,0,2024-11-03,20:21:38,November,Sunday,20
2024-09-04 10:45:13,2,72.8206,90.5169,319,2,25.5,51.7,1,32,350,2,2,69.7,254,0,2024-09-04,10:45:13,September,Wednesday,10
2024-09-25 21:53:09,8,81.2554,4.8416,411,2,20.5,77.4,2,51,211,5,0,76.9,244,1,2024-09-25,21:53:09,September,Wednesday,21
2024-07-24 06:30:18,6,74.9107,17.8019,208,0,28.8,64.9,0,40,437,6,3,64.6,185,1,2024-07-24,06:30:18,July,Wednesday,6
2024-04-02 13:43:06,5,20.446,149.3776,328,1,22.8,73.6,0,12,349,9,0,93.3,162,0,2024-04-02,13:43:06,April,Tuesday,13
2024-03-04 06:43:40,3,-60.7101,-29.4842,219,0,22.9,56.6,2,49,372,6,0,64.4,300,1,2024-03-04,06:43:40,March,Monday,6
2024-12-10 12:39:50,8,74.2314,-113.7355,438,2,25.7,71.2,1,21,445,5,3,90.4,154,0,2024-12-10,12:39:50,December,Tuesday,12
2024-01-05 03:23:06,9,16.9737,-7.8198,145,2,23.3,70.3,1,44,421,2,2,93.9,286,0,2024-01-05,03:23:06,January,Friday,3
